"orderid","date","product","totalprice"
"ORD200963","2024-03-11","Chair",2651.70
"ORD200764","2024-03-10","Laptop",3137.15
"ORD200857","2024-03-10","Phone",773.52
"ORD200544","2024-03-10","Printer",159.80
"ORD200543","2024-03-09","Desk",1349.30
"ORD200614","2024-03-08","Phone",96.81
"ORD200688","2024-03-06","Monitor",2372.88
"ORD200026","2024-03-06","Laptop",297.75
"ORD200602","2024-03-05","Tablet",104.16
"ORD201196","2024-03-04","Monitor",1325.06
"ORD200145","2024-03-02","Printer",440.73
"ORD200017","2024-03-02","Tablet",423.40
"ORD200546","2024-03-01","Monitor",158.68
"ORD200626","2024-03-01","Tablet",1314.96
"ORD200526","2024-02-29","Desk",93.00
"ORD201192","2024-02-28","Chair",1298.55
"ORD200392","2024-02-28","Phone",627.20
"ORD200640","2024-02-27","Chair",1174.98
"ORD200258","2024-02-26","Tablet",206.82
"ORD200465","2024-02-26","Printer",2567.45
"ORD201110","2024-02-25","Chair",252.93
"ORD200521","2024-02-25","Phone",528.06
"ORD200653","2024-02-25","Printer",2070.90
"ORD200310","2024-02-24","Printer",397.44
"ORD200221","2024-02-23","Tablet",3196.85
"ORD201159","2024-02-23","Desk",1866.80
"ORD200757","2024-02-22","Desk",157.72
"ORD200027","2024-02-22","Printer",472.74
"ORD200816","2024-02-21","Tablet",2873.95
"ORD200594","2024-02-21","Phone",363.20
"ORD200582","2024-02-19","Tablet",1422.42
"ORD200802","2024-02-17","Chair",3223.20
"ORD200011","2024-02-17","Monitor",147.42
"ORD200915","2024-02-16","Laptop",2011.96
"ORD200808","2024-02-13","Desk",402.15
"ORD200770","2024-02-11","Desk",314.38
"ORD200045","2024-02-10","Chair",317.25
"ORD200736","2024-02-09","Monitor",2092.65
"ORD200617","2024-02-08","Tablet",553.41
"ORD200968","2024-02-08","Monitor",1648.80
"ORD200249","2024-02-07","Printer",546.19
"ORD201014","2024-02-04","Tablet",1132.25
"ORD200501","2024-02-04","Desk",813.84
"ORD200347","2024-02-03","Printer",1059.16
"ORD200378","2024-02-01","Chair",322.50
"ORD200681","2024-01-30","Tablet",155.27
"ORD200540","2024-01-29","Laptop",3243.25
"ORD201024","2024-01-29","Chair",1103.25
"ORD200812","2024-01-26","Phone",510.52
"ORD201015","2024-01-26","Printer",698.80
"ORD200574","2024-01-24","Chair",1923.45
"ORD200734","2024-01-23","Printer",898.44
"ORD200860","2024-01-23","Printer",422.54
"ORD200912","2024-01-22","Desk",279.38
"ORD200719","2024-01-21","Laptop",1362.12
"ORD200299","2024-01-20","Monitor",278.66
"ORD200410","2024-01-18","Tablet",1036.46
"ORD200656","2024-01-18","Monitor",378.12
"ORD200113","2024-01-17","Laptop",950.40
"ORD200624","2024-01-16","Tablet",1709.80
"ORD200937","2024-01-16","Chair",597.06
"ORD200476","2024-01-15","Phone",1027.18
"ORD200450","2024-01-15","Monitor",3075.50
"ORD200840","2024-01-14","Chair",1235.85
"ORD200791","2024-01-13","Chair",1637.12
"ORD200936","2024-01-12","Chair",226.64
"ORD200781","2024-01-10","Phone",2621.30
"ORD200712","2024-01-09","Tablet",136.80
"ORD200674","2024-01-09","Laptop",1435.00
"ORD201105","2024-01-08","Tablet",1427.07
"ORD201164","2024-01-08","Tablet",1577.85
"ORD200399","2024-01-07","Tablet",2119.65
"ORD200548","2024-01-05","Printer",1278.36
"ORD200082","2024-01-05","Tablet",2260.80
"ORD200737","2024-01-03","Phone",2131.48
"ORD200804","2024-01-01","Chair",709.50
"ORD200931","2024-01-01","Printer",80.46
"ORD200065","2023-12-30","Monitor",408.50
"ORD201016","2023-12-29","Tablet",1343.90
"ORD200336","2023-12-29","Laptop",18.20
"ORD200010","2023-12-29","Tablet",3129.85
"ORD200164","2023-12-28","Desk",2682.90
"ORD201135","2023-12-28","Printer",146.82
"ORD200388","2023-12-28","Printer",1901.91
"ORD200943","2023-12-27","Monitor",580.47
"ORD200149","2023-12-27","Laptop",217.56
"ORD200254","2023-12-26","Monitor",789.57
"ORD200999","2023-12-24","Printer",483.38
"ORD200657","2023-12-24","Tablet",351.16
"ORD200649","2023-12-23","Monitor",1285.96
"ORD201086","2023-12-23","Tablet",1026.84
"ORD200265","2023-12-22","Printer",572.13
"ORD200138","2023-12-21","Tablet",298.06
"ORD201066","2023-12-20","Desk",355.09
"ORD200298","2023-12-19","Printer",1204.68
"ORD200545","2023-12-19","Monitor",196.94
"ORD201138","2023-12-18","Desk",1177.64
"ORD200831","2023-12-18","Printer",177.46
"ORD200389","2023-12-17","Desk",2790.00
"ORD200230","2023-12-16","Desk",247.64
"ORD200043","2023-12-14","Chair",1497.63
"ORD200150","2023-12-13","Phone",211.14
"ORD200441","2023-12-13","Printer",657.08
"ORD200635","2023-12-13","Chair",191.04
"ORD201037","2023-12-13","Printer",249.81
"ORD200851","2023-12-12","Laptop",365.57
"ORD200563","2023-12-12","Laptop",132.68
"ORD200308","2023-12-11","Printer",1346.70
"ORD200068","2023-12-11","Chair",1472.76
"ORD200960","2023-12-11","Laptop",1137.21
"ORD200406","2023-12-10","Tablet",264.40
"ORD200723","2023-12-09","Desk",164.85
"ORD201001","2023-12-08","Printer",507.36
"ORD200186","2023-12-07","Phone",267.10
"ORD200345","2023-12-07","Tablet",2506.30
"ORD200041","2023-12-05","Monitor",1834.35
"ORD200733","2023-12-04","Tablet",1979.36
"ORD200525","2023-12-03","Monitor",668.48
"ORD200862","2023-12-02","Desk",362.46
"ORD200319","2023-12-02","Laptop",1126.12
"ORD200151","2023-12-01","Printer",2223.80
"ORD200779","2023-12-01","Phone",1766.22
"ORD200396","2023-12-01","Tablet",1435.65
"ORD200349","2023-11-30","Chair",465.33
"ORD201088","2023-11-30","Desk",1474.29
"ORD200121","2023-11-30","Desk",410.78
"ORD201054","2023-11-29","Printer",660.66
"ORD201174","2023-11-27","Printer",667.02
"ORD200997","2023-11-27","Laptop",1334.25
"ORD200115","2023-11-27","Phone",1874.95
"ORD200981","2023-11-26","Phone",547.32
"ORD200469","2023-11-26","Chair",3384.90
"ORD200269","2023-11-25","Tablet",2654.68
"ORD200305","2023-11-25","Laptop",507.56
"ORD200101","2023-11-25","Printer",381.02
"ORD200364","2023-11-24","Phone",3143.70
"ORD200935","2023-11-24","Phone",2078.13
"ORD200287","2023-11-24","Chair",2620.72
"ORD200905","2023-11-23","Laptop",442.39
"ORD200028","2023-11-21","Phone",640.28
"ORD200009","2023-11-21","Desk",2037.52
"ORD200990","2023-11-19","Phone",836.52
"ORD201194","2023-11-19","Printer",568.32
"ORD200995","2023-11-18","Monitor",226.58
"ORD200141","2023-11-18","Printer",2052.42
"ORD201186","2023-11-18","Monitor",163.32
"ORD201040","2023-11-15","Tablet",536.07
"ORD200644","2023-11-15","Chair",732.46
"ORD200474","2023-11-15","Printer",688.02
"ORD200542","2023-11-14","Tablet",17.98
"ORD200580","2023-11-14","Monitor",511.98
"ORD200699","2023-11-13","Laptop",1842.45
"ORD201035","2023-11-12","Laptop",2024.44
"ORD200572","2023-11-11","Printer",70.32
"ORD200891","2023-11-11","Monitor",1963.62
"ORD200895","2023-11-09","Chair",463.92
"ORD201152","2023-11-09","Tablet",688.36
"ORD200949","2023-11-09","Desk",551.90
"ORD200338","2023-11-08","Phone",1527.45
"ORD200231","2023-11-05","Phone",167.60
"ORD200811","2023-11-05","Laptop",57.10
"ORD200275","2023-11-04","Chair",130.14
"ORD200788","2023-11-02","Chair",1202.86
"ORD200227","2023-11-02","Monitor",730.34
"ORD200874","2023-10-31","Chair",977.80
"ORD200385","2023-10-31","Chair",958.15
"ORD201180","2023-10-31","Chair",1193.44
"ORD200159","2023-10-31","Printer",299.35
"ORD201065","2023-10-30","Printer",3334.00
"ORD200550","2023-10-29","Laptop",915.64
"ORD200646","2023-10-27","Chair",1994.04
"ORD200129","2023-10-27","Laptop",1055.72
"ORD200886","2023-10-25","Phone",460.13
"ORD200492","2023-10-25","Laptop",3032.60
"ORD200524","2023-10-25","Phone",153.00
"ORD200417","2023-10-24","Laptop",277.05
"ORD200005","2023-10-23","Phone",491.72
"ORD201021","2023-10-23","Phone",945.81
"ORD201055","2023-10-23","Monitor",1099.28
"ORD200621","2023-10-22","Phone",2380.05
"ORD200434","2023-10-22","Printer",1638.40
"ORD200279","2023-10-20","Chair",165.03
"ORD200446","2023-10-18","Laptop",2547.90
"ORD201167","2023-10-17","Printer",185.74
"ORD200717","2023-10-16","Chair",366.33
"ORD201161","2023-10-16","Phone",11.39
"ORD201125","2023-10-16","Desk",1633.44
"ORD200853","2023-10-16","Printer",1470.03
"ORD200003","2023-10-15","Chair",273.19
"ORD200421","2023-10-15","Chair",576.42
"ORD200638","2023-10-15","Tablet",2313.08
"ORD201116","2023-10-14","Printer",1062.98
"ORD200980","2023-10-14","Chair",208.95
"ORD201112","2023-10-13","Desk",356.81
"ORD200118","2023-10-09","Printer",2513.55
"ORD200686","2023-10-09","Desk",160.80
"ORD200413","2023-10-08","Tablet",118.80
"ORD200845","2023-10-08","Phone",322.08
"ORD200049","2023-10-07","Printer",30.44
"ORD201188","2023-10-07","Printer",742.58
"ORD200562","2023-10-06","Laptop",1991.79
"ORD200765","2023-10-06","Laptop",1069.82
"ORD201082","2023-10-06","Chair",1719.66
"ORD200636","2023-10-05","Laptop",1484.28
"ORD200817","2023-10-05","Chair",2392.76
"ORD200314","2023-10-04","Desk",612.36
"ORD200309","2023-10-03","Chair",2199.04
"ORD200694","2023-10-02","Printer",2666.08
"ORD201030","2023-10-02","Phone",981.12
"ORD200601","2023-10-02","Monitor",124.10
"ORD200316","2023-10-02","Desk",1101.12
"ORD200552","2023-09-30","Chair",1700.72
"ORD200470","2023-09-29","Tablet",1054.48
"ORD200942","2023-09-29","Tablet",479.76
"ORD200397","2023-09-28","Monitor",427.06
"ORD200974","2023-09-27","Desk",1333.90
"ORD201184","2023-09-27","Laptop",204.08
"ORD200075","2023-09-26","Tablet",1194.51
"ORD201136","2023-09-24","Tablet",2004.99
"ORD200625","2023-09-24","Tablet",672.89
"ORD200224","2023-09-23","Printer",365.84
"ORD200720","2023-09-21","Desk",644.75
"ORD200272","2023-09-19","Chair",798.64
"ORD200090","2023-09-18","Chair",728.32
"ORD200109","2023-09-17","Desk",1778.61
"ORD200687","2023-09-13","Tablet",332.09
"ORD201052","2023-09-11","Tablet",531.74
"ORD200590","2023-09-10","Printer",922.26
"ORD200106","2023-09-08","Desk",1395.15
"ORD200729","2023-09-08","Phone",745.64
"ORD201058","2023-09-08","Desk",824.28
"ORD200947","2023-09-07","Phone",1862.64
"ORD200142","2023-09-06","Desk",1363.85
"ORD200204","2023-09-05","Laptop",1654.84
"ORD200489","2023-09-05","Tablet",448.02
"ORD200448","2023-09-04","Laptop",320.00
"ORD200432","2023-09-04","Tablet",848.64
"ORD200768","2023-09-04","Tablet",3267.30
"ORD201009","2023-09-02","Tablet",352.92
"ORD200806","2023-09-01","Chair",1268.75
"ORD200352","2023-08-31","Chair",869.80
"ORD200503","2023-08-31","Tablet",410.52
"ORD200013","2023-08-30","Laptop",604.47
"ORD200824","2023-08-29","Monitor",1443.30
"ORD200689","2023-08-29","Tablet",889.68
"ORD200209","2023-08-29","Tablet",939.85
"ORD200084","2023-08-28","Monitor",330.98
"ORD201171","2023-08-28","Phone",2073.60
"ORD200680","2023-08-27","Monitor",1390.17
"ORD200197","2023-08-27","Laptop",1107.55
"ORD200048","2023-08-26","Monitor",161.54
"ORD200433","2023-08-26","Monitor",1894.92
"ORD200839","2023-08-24","Chair",593.91
"ORD200376","2023-08-24","Monitor",1006.10
"ORD200786","2023-08-23","Chair",226.55
"ORD201062","2023-08-23","Chair",427.60
"ORD200553","2023-08-23","Phone",667.66
"ORD200062","2023-08-22","Desk",86.30
"ORD200083","2023-08-22","Laptop",2161.64
"ORD200776","2023-08-21","Tablet",21.19
"ORD201092","2023-08-21","Laptop",1046.00
"ORD200803","2023-08-20","Monitor",1989.05
"ORD201050","2023-08-20","Laptop",348.50
"ORD200585","2023-08-20","Tablet",268.32
"ORD200945","2023-08-20","Tablet",1382.20
"ORD200040","2023-08-20","Desk",688.04
"ORD200858","2023-08-20","Tablet",2178.30
"ORD200964","2023-08-20","Phone",1822.10
"ORD200547","2023-08-20","Phone",613.98
"ORD201128","2023-08-17","Monitor",1940.37
"ORD201100","2023-08-17","Laptop",190.55
"ORD200789","2023-08-17","Tablet",3456.40
"ORD200171","2023-08-15","Tablet",296.44
"ORD200407","2023-08-13","Tablet",2189.28
"ORD201176","2023-08-13","Tablet",427.66
"ORD201155","2023-08-13","Printer",2138.28
"ORD200268","2023-08-11","Phone",847.76
"ORD200890","2023-08-11","Laptop",1318.59
"ORD200192","2023-08-11","Desk",645.46
"ORD200127","2023-08-10","Desk",1407.96
"ORD200215","2023-08-10","Printer",303.60
"ORD200321","2023-08-09","Phone",609.16
"ORD200541","2023-08-07","Printer",2280.30
"ORD200627","2023-08-06","Chair",1496.04
"ORD200177","2023-08-05","Chair",2158.45
"ORD200144","2023-08-04","Desk",1098.90
"ORD200135","2023-08-04","Printer",137.62
"ORD200875","2023-08-03","Laptop",666.95
"ORD201170","2023-08-03","Printer",1394.38
"ORD200593","2023-08-02","Monitor",489.80
"ORD200485","2023-08-01","Chair",1214.37
"ORD200050","2023-07-31","Tablet",179.22
"ORD201166","2023-07-31","Chair",973.41
"ORD200785","2023-07-29","Chair",176.10
"ORD201181","2023-07-27","Desk",476.22
"ORD200281","2023-07-27","Desk",2619.16
"ORD200162","2023-07-27","Chair",197.58
"ORD200289","2023-07-26","Chair",641.96
"ORD200506","2023-07-25","Monitor",87.34
"ORD200327","2023-07-25","Phone",359.99
"ORD200759","2023-07-24","Desk",924.03
"ORD200921","2023-07-24","Tablet",438.93
"ORD200452","2023-07-23","Printer",75.78
"ORD200682","2023-07-23","Monitor",1528.26
"ORD200193","2023-07-21","Printer",46.66
"ORD200154","2023-07-20","Phone",1632.84
"ORD200247","2023-07-20","Printer",441.80
"ORD200047","2023-07-19","Desk",419.88
"ORD200494","2023-07-19","Laptop",1517.37
"ORD201156","2023-07-19","Laptop",2763.12
"ORD200466","2023-07-18","Phone",432.47
"ORD200416","2023-07-18","Laptop",1288.10
"ORD200220","2023-07-18","Laptop",746.34
"ORD200941","2023-07-17","Printer",558.50
"ORD200015","2023-07-17","Printer",473.96
"ORD201165","2023-07-14","Chair",671.37
"ORD200390","2023-07-14","Printer",2543.45
"ORD201197","2023-07-13","Tablet",873.68
"ORD200938","2023-07-12","Chair",994.38
"ORD200498","2023-07-12","Tablet",530.24
"ORD200240","2023-07-12","Tablet",17.24
"ORD200354","2023-07-11","Phone",693.41
"ORD200872","2023-07-10","Chair",2517.36
"ORD200313","2023-07-09","Chair",868.60
"ORD200357","2023-07-08","Laptop",2042.80
"ORD201018","2023-07-08","Laptop",547.44
"ORD200629","2023-07-07","Phone",59.19
"ORD200123","2023-07-06","Desk",834.12
"ORD200769","2023-07-06","Printer",2714.20
"ORD200189","2023-07-05","Printer",2147.25
"ORD200394","2023-07-05","Desk",2647.75
"ORD200507","2023-07-05","Phone",171.59
"ORD200248","2023-07-02","Laptop",670.54
"ORD200696","2023-07-02","Chair",604.80
"ORD200307","2023-07-01","Laptop",1672.23
"ORD200031","2023-06-30","Chair",1500.24
"ORD200599","2023-06-30","Chair",1670.97
"ORD200325","2023-06-29","Desk",1084.17
"ORD200557","2023-06-29","Tablet",56.20
"ORD200409","2023-06-28","Desk",420.65
"ORD201094","2023-06-28","Printer",2595.64
"ORD200080","2023-06-27","Phone",1768.68
"ORD200362","2023-06-27","Monitor",827.36
"ORD200456","2023-06-26","Desk",314.05
"ORD200074","2023-06-24","Phone",454.35
"ORD200630","2023-06-23","Monitor",1244.20
"ORD201047","2023-06-23","Chair",2161.36
"ORD201000","2023-06-21","Printer",1304.65
"ORD200212","2023-06-20","Monitor",265.38
"ORD200201","2023-06-18","Monitor",1349.80
"ORD201098","2023-06-17","Monitor",1023.44
"ORD200480","2023-06-16","Chair",335.10
"ORD200623","2023-06-16","Printer",1188.00
"ORD200792","2023-06-16","Desk",712.70
"ORD200671","2023-06-15","Chair",253.70
"ORD200755","2023-06-13","Desk",1010.13
"ORD200587","2023-06-12","Monitor",2573.00
"ORD200654","2023-06-12","Tablet",1147.11
"ORD200596","2023-06-12","Desk",1819.23
"ORD200259","2023-06-11","Chair",1740.48
"ORD200505","2023-06-11","Printer",869.94
"ORD201129","2023-06-11","Chair",1674.84
"ORD201199","2023-06-11","Tablet",2242.32
"ORD200359","2023-06-09","Desk",2426.28
"ORD201093","2023-06-09","Phone",789.44
"ORD200081","2023-06-08","Monitor",788.60
"ORD200381","2023-06-07","Chair",191.76
"ORD200430","2023-06-07","Phone",450.07
"ORD201122","2023-06-07","Monitor",3390.95
"ORD200575","2023-06-07","Chair",2240.75
"ORD201067","2023-06-06","Phone",632.40
"ORD200033","2023-06-05","Chair",162.77
"ORD200422","2023-06-05","Phone",826.40
"ORD200579","2023-06-04","Tablet",375.76
"ORD200270","2023-06-04","Printer",1239.64
"ORD200704","2023-06-03","Desk",121.08
"ORD200350","2023-06-03","Chair",108.82
"ORD200761","2023-06-02","Desk",151.04
"ORD200612","2023-06-02","Chair",1335.36
"ORD200878","2023-06-01","Desk",661.38
"ORD200979","2023-05-31","Monitor",2007.18
"ORD200810","2023-05-31","Tablet",553.56
"ORD200337","2023-05-29","Tablet",1508.31
"ORD201121","2023-05-28","Phone",151.02
"ORD200167","2023-05-27","Chair",768.28
"ORD200435","2023-05-27","Printer",414.47
"ORD200820","2023-05-27","Phone",3119.05
"ORD200463","2023-05-26","Laptop",3313.90
"ORD200070","2023-05-26","Desk",629.21
"ORD200600","2023-05-26","Printer",72.31
"ORD200855","2023-05-25","Monitor",1203.05
"ORD200827","2023-05-25","Tablet",1279.76
"ORD200894","2023-05-23","Tablet",1725.03
"ORD201085","2023-05-21","Printer",1293.38
"ORD200056","2023-05-21","Tablet",1437.63
"ORD200502","2023-05-20","Monitor",1695.75
"ORD200232","2023-05-19","Printer",1777.76
"ORD200998","2023-05-19","Phone",367.34
"ORD200975","2023-05-18","Desk",105.92
"ORD200650","2023-05-18","Desk",744.46
"ORD200551","2023-05-18","Laptop",120.98
"ORD200903","2023-05-17","Monitor",1420.47
"ORD200228","2023-05-17","Chair",1543.68
"ORD200260","2023-05-17","Monitor",815.58
"ORD200302","2023-05-16","Chair",1406.22
"ORD200241","2023-05-16","Chair",3078.35
"ORD200565","2023-05-14","Tablet",1539.90
"ORD200958","2023-05-13","Desk",475.98
"ORD200007","2023-05-12","Monitor",747.75
"ORD200301","2023-05-11","Chair",583.99
"ORD200069","2023-05-11","Monitor",1435.95
"ORD201124","2023-05-09","Chair",2307.48
"ORD200242","2023-05-09","Printer",438.20
"ORD200672","2023-05-09","Phone",1248.32
"ORD200020","2023-05-08","Chair",312.55
"ORD201076","2023-05-08","Laptop",2746.44
"ORD200356","2023-05-06","Printer",1872.90
"ORD201111","2023-05-06","Monitor",937.80
"ORD200290","2023-05-05","Chair",299.70
"ORD200222","2023-05-04","Chair",2773.44
"ORD200073","2023-05-03","Monitor",1733.80
"ORD200667","2023-05-03","Laptop",466.42
"ORD200801","2023-05-03","Printer",2382.48
"ORD200864","2023-05-03","Desk",491.11
"ORD200632","2023-05-02","Laptop",3390.80
"ORD200665","2023-05-02","Tablet",925.04
"ORD200368","2023-05-01","Monitor",813.06
"ORD201026","2023-05-01","Monitor",677.48
"ORD200032","2023-05-01","Tablet",2683.60
"ORD200865","2023-04-30","Monitor",2709.48
"ORD200218","2023-04-28","Tablet",337.38
"ORD200778","2023-04-28","Laptop",987.40
"ORD200386","2023-04-28","Tablet",93.02
"ORD201177","2023-04-27","Printer",127.55
"ORD201103","2023-04-24","Laptop",1105.28
"ORD200340","2023-04-23","Laptop",2606.25
"ORD200481","2023-04-23","Laptop",1939.40
"ORD201081","2023-04-21","Monitor",1702.40
"ORD200611","2023-04-21","Desk",305.17
"ORD200714","2023-04-21","Laptop",51.73
"ORD200213","2023-04-20","Laptop",634.40
"ORD201158","2023-04-20","Monitor",109.68
"ORD201032","2023-04-20","Chair",618.68
"ORD200514","2023-04-16","Printer",912.45
"ORD200799","2023-04-16","Laptop",1314.24
"ORD200331","2023-04-15","Printer",1266.39
"ORD201123","2023-04-14","Tablet",1662.75
"ORD200424","2023-04-12","Chair",114.70
"ORD200120","2023-04-11","Tablet",2517.36
"ORD200317","2023-04-10","Monitor",279.90
"ORD200139","2023-04-10","Phone",583.90
"ORD200402","2023-04-09","Printer",1686.90
"ORD200718","2023-04-08","Laptop",258.96
"ORD201168","2023-04-08","Laptop",662.84
"ORD200763","2023-04-06","Laptop",569.96
"ORD200499","2023-04-06","Printer",1618.38
"ORD200250","2023-04-05","Desk",128.85
"ORD201183","2023-04-05","Desk",281.52
"ORD201143","2023-04-03","Chair",381.61
"ORD200451","2023-04-01","Monitor",183.18
"ORD201010","2023-03-31","Monitor",1978.71
"ORD200271","2023-03-28","Monitor",542.07
"ORD200132","2023-03-28","Tablet",1803.00
"ORD200940","2023-03-27","Printer",1221.28
"ORD200014","2023-03-27","Tablet",786.66
"ORD200280","2023-03-27","Tablet",1213.86
"ORD200107","2023-03-27","Printer",3353.75
"ORD200758","2023-03-26","Tablet",1874.52
"ORD200628","2023-03-26","Printer",2793.15
"ORD200932","2023-03-26","Laptop",144.78
"ORD200263","2023-03-25","Phone",1739.40
"ORD200095","2023-03-24","Printer",470.04
"ORD200989","2023-03-23","Laptop",984.44
"ORD200703","2023-03-22","Desk",92.79
"ORD200893","2023-03-21","Monitor",678.01
"ORD201108","2023-03-20","Laptop",634.94
"ORD200116","2023-03-19","Printer",1165.40
"ORD200861","2023-03-19","Desk",1652.25
"ORD201113","2023-03-19","Desk",839.96
"ORD201078","2023-03-18","Desk",41.09
"ORD200180","2023-03-18","Tablet",1580.35
"ORD201114","2023-03-16","Tablet",1979.64
"ORD200091","2023-03-15","Laptop",2463.75
"ORD200515","2023-03-14","Phone",1660.56
"ORD200655","2023-03-14","Chair",265.20
"ORD200464","2023-03-14","Tablet",1737.68
"ORD201106","2023-03-12","Chair",372.80
"ORD200288","2023-03-12","Laptop",2051.00
"ORD200725","2023-03-12","Chair",389.70
"ORD200568","2023-03-10","Laptop",687.98
"ORD200520","2023-03-10","Monitor",1907.94
"ORD200404","2023-03-09","Monitor",198.20
"ORD200425","2023-03-09","Laptop",603.76
"ORD200794","2023-03-09","Printer",1539.40
"ORD200487","2023-03-09","Printer",1039.56
"ORD200117","2023-03-08","Tablet",535.50
"ORD200102","2023-03-08","Laptop",140.68
"ORD200533","2023-03-05","Desk",565.85
"ORD200205","2023-03-04","Desk",442.17
"ORD200775","2023-03-04","Phone",1250.44
"ORD200818","2023-03-02","Phone",1563.36
"ORD200745","2023-03-02","Printer",445.20
"ORD201005","2023-03-02","Printer",1178.55
"ORD200328","2023-02-28","Tablet",3370.20
"ORD201031","2023-02-28","Phone",3322.55
"ORD200155","2023-02-27","Phone",424.40
"ORD200797","2023-02-27","Laptop",877.52
"ORD200343","2023-02-26","Printer",527.57
"ORD201072","2023-02-26","Monitor",392.61
"ORD201090","2023-02-25","Monitor",1300.50
"ORD201069","2023-02-25","Monitor",454.23
"ORD200297","2023-02-22","Desk",987.76
"ORD200673","2023-02-21","Tablet",745.84
"ORD200235","2023-02-20","Desk",65.45
"ORD201150","2023-02-20","Desk",1210.60
"ORD200479","2023-02-18","Monitor",101.16
"ORD201028","2023-02-17","Desk",1761.24
"ORD200100","2023-02-17","Phone",1994.37
"ORD200128","2023-02-17","Tablet",84.28
"ORD200160","2023-02-17","Monitor",405.28
"ORD201144","2023-02-16","Desk",2539.70
"ORD200244","2023-02-16","Desk",635.54
"ORD200913","2023-02-16","Printer",2379.75
"ORD200293","2023-02-16","Tablet",1852.16
"ORD200284","2023-02-16","Laptop",1040.85
"ORD200509","2023-02-15","Laptop",850.06
"ORD200927","2023-02-14","Laptop",258.76
"ORD201041","2023-02-11","Monitor",2235.60
"ORD200923","2023-02-11","Printer",1949.79
"ORD200094","2023-02-11","Chair",531.18
"ORD200436","2023-02-11","Laptop",885.32
"ORD200366","2023-02-10","Printer",1806.72
"ORD200187","2023-02-08","Chair",590.87
"ORD200953","2023-02-06","Phone",131.61
"ORD200829","2023-02-05","Monitor",76.93
"ORD200669","2023-02-05","Desk",257.00
"ORD200274","2023-02-04","Phone",364.80
"ORD200486","2023-02-03","Printer",2445.04
"ORD200836","2023-02-02","Phone",178.44
"ORD200679","2023-02-02","Tablet",1081.98
"ORD200560","2023-01-31","Monitor",2355.40
"ORD200561","2023-01-31","Printer",989.56
"ORD200022","2023-01-29","Monitor",99.24
"ORD201151","2023-01-29","Chair",1216.08
"ORD200556","2023-01-28","Laptop",654.27
"ORD200977","2023-01-28","Chair",2597.88
"ORD200662","2023-01-28","Laptop",1316.67
"ORD200933","2023-01-26","Monitor",788.32
"ORD200573","2023-01-25","Chair",2107.10
"ORD200295","2023-01-25","Printer",537.40
"ORD200016","2023-01-24","Printer",1067.62
"ORD200751","2023-01-24","Tablet",1199.72
"ORD200955","2023-01-23","Chair",408.13
"ORD200019","2023-01-23","Monitor",1120.00
"ORD200692","2023-01-23","Desk",984.20
"ORD200577","2023-01-22","Tablet",741.64
"ORD200766","2023-01-22","Printer",557.76
"ORD200057","2023-01-22","Printer",1571.35
"ORD200383","2023-01-20","Chair",1575.20
"ORD201080","2023-01-20","Laptop",2323.70
"ORD200639","2023-01-20","Chair",529.19
"ORD200483","2023-01-18","Phone",1739.60
"ORD200058","2023-01-15","Phone",1898.76
"ORD200098","2023-01-14","Printer",457.08
"ORD200750","2023-01-14","Tablet",581.64
"ORD200093","2023-01-14","Desk",1724.04
"ORD201008","2023-01-13","Monitor",1232.64
"ORD200957","2023-01-12","Monitor",3219.45
"ORD201003","2023-01-11","Printer",1599.85
"ORD200418","2023-01-11","Printer",310.93
"ORD200262","2023-01-10","Phone",996.28
"ORD201084","2023-01-08","Phone",70.82
"ORD200131","2023-01-08","Tablet",84.80
"ORD201179","2023-01-08","Laptop",2592.75
"ORD200034","2023-01-07","Chair",2306.08
"ORD200555","2023-01-07","Tablet",92.04
"ORD200472","2023-01-06","Chair",1524.36
"ORD200371","2023-01-05","Phone",1538.80
"ORD200491","2023-01-05","Phone",2103.50
"ORD200000","2023-01-04","Monitor",2853.10
"ORD200698","2023-01-04","Laptop",776.44
"ORD200881","2023-01-03","Tablet",897.70
"ORD200373","2023-01-02","Laptop",1023.45
"ORD200645","2023-01-02","Laptop",300.10
"ORD200848","2023-01-01","Chair",1291.70
"ORD200236","2023-01-01","Monitor",318.81
"ORD200112","2023-01-01","Monitor",410.60
"ORD200002","1900-01-01","Tablet",2753.40
